x,y
115.376,479.3271
181.6461,225.5899
183.3204,248.9019
85.21632,629.6219
130.7028,712.4709
54.59525,171.6609
73.40927,187.5275
112.1933,713.7847
115.2715,464.2713
104.0237,95.52328
168.8765,727.0937
194.733,723.5537
175.8555,731.321
215.1194,223.288
86.39938,629.168
203.6111,514.1015
232.7314,328.5262
115.7542,469.2429
49.96059,208.108
112.4511,449.3943
164.4497,216.2739
112.2545,475.0248
111.5222,506.9524
265.9475,664.1421
203.3353,711.7719
231.0905,536.9943
89.2667,350.4593
205.7746,519.3462
46.62112,268.1555
50.7015,283.4202
264.6068,644.262
185.6392,755.706
85.55587,499.17
63.60561,133.0424
49.86406,272.9591
231.4163,542.3931
57.97655,155.5657
55.95841,166.2173
86.7638,565.8782
189.6213,738.4007
191.5268,719.2221
178.0337,717.6528
30.49402,353.6123
129.918,747.7251
181.5441,755.6856
176.2659,178.4789
101.4524,290.699
86.99654,554.2764
46.12133,263.1953
114.1385,477.1059
85.74367,525.2444
59.2382,149.9949
216.874,247.924
116.488,722.2946
113.7458,470.0411
56.72297,345.6112
86.61105,700.3017
247.6655,674.4393
205.0659,761.2731
183.9009,758.5308
89.51971,707.8204
123.3854,147.7317
50.18522,278.2142
58.72232,324.7877
82.91249,149.2351
53.85933,304.1389
63.5481,122.8204
45.08565,258.0836
118.0616,544.0223
216.4749,654.0993
113.2878,454.2475
232.0287,727.71
51.97798,335.1655
87.83325,576.7078
48.57595,293.9949
109.3158,439.5305
131.5167,709.5319
200.0293,704.081
155.6711,144.451
46.36425,291.4888
50.84169,330.1514
52.02012,293.7032
33.75676,233.4398
211.6525,760.9507
56.86489,350.3261
56.12123,314.4899
227.5052,685.4136
180.1799,376.55
93.08939,716.6018
197.8344,109.0664
100.0706,419.7162
53.14413,298.9511
55.55191,309.3248
247.9946,729.0213
139.763,154.2968
204.0752,716.5978
113.2246,545.2745
48.29841,257.6996
115.1069,503.4045
45.90555,304.7001
185.9935,720.7423
124.1139,484.0791
117.7919,533.4974
61.47032,334.9518
129.3475,211.275
115.0725,459.3548
203.0563,720.1177
222.0441,701.576
53.04714,340.2108
118.6042,569.7147
118.7792,564.7238
185.1454,708.3553
112.648,561.0506
224.3028,733.8383
87.72108,512.2158
148.8059,56.40402
184.2594,415.7329
105.5197,732.376
62.84048,340.1777
61.75208,125.3545
113.2378,739.2919
99.53562,619.5642
86.15873,519.0592
96.22116,631.7781
114.6247,541.3233
137.9341,752.9141
179.9177,370.47
252.7372,702.4636
46.88802,314.9822
141.3443,742.8989
174.0762,524.0031
49.56453,404.2802
106.1482,502.1547
113.9208,568.2397
83.69743,464.5607
120.0469,680.0463
104.8808,628.0021
119.0196,549.0392
124.8519,496.8432
251.2575,726.1074
197.4802,758.4865
197.6075,763.3348
251.3465,632.3099
85.54989,543.5625
59.87343,329.8146
44.88092,190.5768
115.7066,537.5435
203.2401,583.6996
50.94262,418.2446
242.6493,710.146
97.9014,724.7121
58.98568,194.7889
49.54757,325.2253
46.34336,309.8524
83.81449,578.5369
118.7218,356.9918
179.3298,683.2599
36.20775,261.099
239.5075,745.7983
116.7403,60.97007
98.1179,203.0712
177.3258,740.3723
137.5555,462.6877
83.79807,595.1651
102.0247,551.798
148.2793,245.5914
81.3021,686.3038
115.2393,575.0182
192.8204,323.0072
170.3277,712.3176
100.5835,615.0376
103.0402,666.4334
45.08807,299.5309
125.4473,621.6033
100.138,609.3392
98.58067,630.1077
100.6322,507.2083
57.4651,319.549
229.2522,696.998
230.9562,515.2195
110.4096,464.8246
57.0396,264.7742
100.0755,513.0094
126.8442,620.0296
101.5613,557.2407
77.58274,526.21
82.05672,589.9119
96.80926,636.0794
125.3301,586.7408
48.64298,319.9308
58.73615,210.1291
57.39665,259.423
75.84848,637.3138
61.40257,138.7221
213.6036,617.1825
57.28733,269.9579
84.78275,410.5432
65.50981,133.3293
224.2978,365.0203
98.30663,547.4509
188.8683,551.9775
87.11471,422.258
108.7207,454.5808
115.4567,597.0261
76.04759,626.7474
60.61523,130.4947
159.7106,371.9472
105.4698,488.4923
57.90328,275.1425
104.3307,477.9864
182.3512,393.4697
126.1679,607.2097
37.1636,286.4015
86.99311,580.9031
183.0698,172.0858
125.4944,560.7557
106.3266,645.9838
229.4933,134.8383
95.77236,424.6822
85.94296,551.6083
149.0027,418.5324
73.08942,449.431
105.0605,612.9365
59.23077,189.8309
198.5182,587.9828
185.7576,481.0174
105.3731,617.9514
101.2205,529.6697
95.81477,626.6785
58.46225,205.2514
57.34541,391.4973
37.15985,271.1989
99.00683,434.74
101.3843,518.0599
84.82693,475.282
58.79068,200.0096
232.0012,522.969
75.31799,642.7219
225.0198,670.8987
99.17649,541.5392
124.9276,540.218
64.85325,117.3628
105.1467,602.2417
116.6832,510.1309
121.399,741.5558
179.8612,678.0323
59.67779,290.8526
88.84585,609.4722
261.7236,298.2234
56.77694,368.3409
105.9341,553.9645
271.0632,600.7018
228.3165,715.4288
65.69409,375.7307
225.3566,753.4549
87.24621,417.8896
44.13689,275.7008
115.5466,601.5969
74.56028,449.2083
116.731,517.184
124.1276,364.2007
36.62664,266.0302
125.826,617.2748
119.9759,590.6343
199.794,92.34452
245.8269,554.5684
82.99676,463.3658
89.63639,470.3675
71.55953,339.1579
183.1363,556.233
117.1572,740.1406
187.4355,72.93518
112.5188,614.1492
60.95015,261.7538
259.7527,250.9592
63.46874,311.7404
134.2806,383.1648
104.6446,623.0536
226.8979,702.7264
125.2308,571.3003
58.37352,280.4906
96.06641,533.4356
116.6548,549.5603
193.9927,720.3939
95.75049,621.8331
125.9105,612.0274
153.8084,497.1394
125.1862,581.7385
70.40936,440.9098
261.9561,578.2758
175.2555,711.3071
111.2359,582.3553
61.70932,301.608
222.306,729.479
59.32546,285.7596
83.91669,611.0363
125.2635,545.5912
90.97677,471.8491
114.7671,391.5108
104.8442,549.2036
138.3391,642.6555
61.92786,173.6238
59.76822,135.6889
