x,y
75.84914,360.414
126.0493,171.4081
170.5732,92.93423
107.3943,601.5035
89.07497,365.9702
139.0567,586.9315
77.07237,365.6756
255.3533,740.7453
143.7012,540.4473
226.6526,387.7704
117.0155,197.1064
90.89011,209.9793
115.3646,517.3929
118.1453,465.5079
100.5976,299.4528
213.3043,721.5769
103.5107,257.5647
194.3725,294.1126
113.478,310.6906
101.6405,382.5097
230.5034,684.0266
74.32207,350.2766
114.035,252.1743
291.6907,359.7478
94.49334,697.7249
211.5392,729.5151
134.0592,587.9282
126.5556,694.8481
107.8419,341.3173
249.8678,191.7128
179.4287,750.5059
130.5401,681.6057
101.1041,628.2508
170.2041,331.5834
118.1264,475.7631
234.09,155.8605
137.3639,150.3581
126.1183,271.4826
123.9374,357.7506
73.37297,301.4988
147.3485,505.0871
105.0807,612.3174
106.1746,335.8754
235.2671,697.2973
200.8957,153.9519
103.3779,262.5042
103.5483,320.518
131.0385,613.8174
115.3412,349.606
191.6275,751.4785
251.1443,166.1185
137.6516,713.0745
226.0695,427.0309
218.3488,163.6023
149.5291,446.3359
142.7312,532.8742
112.0955,436.7473
128.3302,205.0236
151.8829,481.5243
101.4461,624.1706
108.1596,579.6071
115.8501,581.876
105.9967,265.4956
197.5276,774.644
118.4125,693.8619
211.4522,732.3464
63.3799,321.9441
144.7899,441.4971
243.7025,696.8102
225.9634,676.9819
143.9348,100.5597
138.4388,597.0234
108.9498,265.4989
117.3814,459.6638
107.3539,585.9471
115.5967,326.1681
221.0467,699.2964
118.486,192.0931
145.2982,408.0493
118.5741,686.2734
102.2308,315.2337
158.4373,710.9404
118.2945,487.1208
143.7326,527.5253
84.15378,355.5788
133.2016,603.1708
106.1174,596.5349
132.7603,420.0362
185.6745,784.9835
120.774,347.4944
100.3256,584.0063
171.4168,735.2617
180.5272,81.16988
134.0949,592.9574
120.1393,677.5082
237.7465,349.5745
231.7802,686.5218
255.0188,743.5189
116.6784,331.439
281.187,263.12
140.2182,415.6594
137.5962,607.2238
136.1898,707.8873
137.2191,592.2495
105.8152,617.3154
115.6879,202.1018
182.399,384.6647
138.5805,591.9488
146.2761,471.6047
133.3689,598.1212
137.7059,602.0463
116.5239,687.2806
277.2263,661.8746
283.8622,167.8528
106.9499,545.7039
73.07433,386.9216
144.8172,521.6938
167.1413,733.9807
113.5038,257.4895
120.558,302.8323
167.0369,776.6448
121.2638,202.2896
138.9238,490.0571
123.9176,551.1179
152.6968,471.4977
136.4563,140.2348
150.2012,547.7831
83.60196,301.2339
83.44227,296.0262
123.0661,622.0402
111.6945,624.1116
105.3948,599.2962
131.9433,608.674
100.9044,541.7471
174.0728,466.3641
228.2715,382.0217
136.068,602.4622
144.7686,425.878
139.723,581.6747
133.7001,756.8137
84.77268,317.0474
202.9213,531.8965
121.6469,697.4186
154.888,80.86888
202.5627,41.36185
73.25128,275.4565
142.6101,264.6993
132.1637,549.3237
137.6133,487.1921
176.9043,728.834
256.1864,718.7485
150.443,552.1425
160.3495,121.4544
195.3493,398.748
186.0526,717.564
241.8254,671.8498
